Car_Name,Make,Model,Make_Year,Color,Body_Type,Mileage_Run,No_of_Owners,Seating_Capacity,Fuel_Type,Fuel_Tank_Capacity_L,Engine_Type,CC_Displacement,Transmission,Transmission_Type,Power_BHP,Torque_Nm,Mileage_kmpl,Emission,Price
Ford EcoSport [2013-2015] Titanium 1.5L TDCi (Opt),Ford,EcoSport,2014,silver,suv,97902.00,1st,5,diesel,52,1.5L DV5 (Diesel),1498,5-Speed,Manual,89,204,22.70,BS III,562000.00
Hyundai Grand i10 [2017-2020] Magna 1.2 Kappa VTVT,Hyundai,Grand i10,2018,grey,hatchback,16760.00,1st,5,petrol,43,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,81.86,113.75,18.90,BS V,522000.00
Hyundai Elite i20 [2018-2020] Magna Plus 1.2,Hyundai,Elite i20,2019,red,hatchback,24860.00,1st,5,petrol,40,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,81.86,117,18.60,BS V,699000.00
Hyundai Grand i10 [2013-2017] Asta 1.2 Kappa VTVT (O),Hyundai,Grand i10,2016,grey,hatchback,20685.00,1st,5,petrol,43,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,82,114,18.90,BS IV,510000.00
Maruti Suzuki S-Presso VXI+,Maruti Suzuki,S-Presso,2021,red,hatchback,2163.00,1st,5,petrol,27,K10B Petrol Engine,998,5-Speed,Manual,67,90,21.01,BS IV,512000.00
Toyota Etios Liva [2017-2020] VX Dual Tone,Toyota,Etios Liva,2018,white,hatchback,18170.00,1st,5,petrol,45,"4-Cylinder 16V, DOHC",1197,5-Speed,Manual,79,104,18.16,BS V,658000.00
Honda Brio [2011-2016] V MT,Honda,Brio,2012,blue,hatchback,66699.00,1st,5,petrol,35,4 cylinder inline petrol,1198,5-Speed,Manual,86.8,109,19.40,BS III,369000.00
Maruti Suzuki Ciaz Alpha Petrol,Maruti Suzuki,Ciaz,2020,silver,sedan,19958.00,1st,5,petrol,43,K15 Smart Hybrid Petrol E,1499,5-Speed,Manual,103.25,138,20.65,BS IV,966000.00
Ford EcoSport [2017-2021] Titanium 1.5L Ti-VCT,Ford,EcoSport,2021,silver,suv,15924.00,1st,5,petrol,52,Ti-VCT Petrol Engine,1496,5-Speed,Manual,120.69,149,15.90,BS IV,932000.00
Hyundai Eon [2011-2018] Magna +,Hyundai,Eon,2018,red,hatchback,24428.00,1st,5,petrol,32,Kappa Engine,814,5-Speed,Manual,68.05,94.14,20.03,BS IV,388000.00
Toyota Etios [2010-2017] V,Toyota,Etios,2013,red,sedan,51187.00,1st,5,petrol,45,4 cylinder petrol engine,1496,5-Speed,Manual,80,132,17.57,BS IV,489000.00
Toyota Corolla Altis [2014-2017] G Petrol,Toyota,Corolla Altis,2016,black,sedan,47767.00,1st,5,petrol,55,"2ZR-FE, Gasoline, 4 cylinder inline",1798,6-Speed,Automatic,138,173,16.70,BS IV,926000.00
MG Motors Hector 1.5 Sharp DCT AT,MG Motors,Hector,2020,maroon,suv,33433.00,1st,5,petrol,60,FWD,1451,6-Speed,Automatic,141,250,13.96,BS IV,1709000.00
Maruti Suzuki Ciaz Alpha Petrol,Maruti Suzuki,Ciaz,2020,white,sedan,40635.00,1st,5,petrol,43,K15 Smart Hybrid Petrol E,1499,5-Speed,Manual,103.25,138,20.65,BS IV,1039000.00
MG Motors Hector 1.5 Sharp DCT AT,MG Motors,Hector,2020,red,suv,25835.00,1st,5,petrol,60,FWD,1451,6-Speed,Automatic,141,250,13.96,BS IV,1770000.00
Maruti Suzuki Ciaz Alpha AT Petrol,Maruti Suzuki,Ciaz,2020,grey,sedan,30752.00,1st,5,petrol,43,K15 Smart Hybrid Petrol E,1462,4-Speed,Automatic,103.25,138,20.00,BS IV,1163000.00
Honda City ZX,Honda,City,2020,red,sedan,16332.00,1st,5,petrol,40,1.5L i-VTEC DOHC with VTC Petrol Engine,1498,6-Speed,Automatic,119.35,145,18.40,BS IV,1349000.00
Kia Seltos GTX Plus DCT,Kia,Seltos,2020,orange,suv,20930.00,1st,5,petrol,50,Smartstream G1.4 T-GDi,1353,7-Speed,Automatic,138,242,16.80,BS IV,1705000.00
Ford Figo [2019-2021] Titanium Diesel,Ford,Figo,2019,red,hatchback,14499.00,1st,5,diesel,40,TDCi Diesel Engine,1499,5-Speed,Manual,98.96,215,24.40,BS V,739000.00
Hyundai Verna [2011-2015] Fluidic 1.6 CRDi SX,Hyundai,Verna,2014,grey,sedan,72009.00,1st,5,diesel,43,Diesel Engine,1582,6-Speed,Automatic,126,260,17.00,BS III,600000.00
Hyundai Venue [2019-2021] SX 1.0 (O) Turbo,Hyundai,Venue,2019,white,suv,23164.00,1st,5,petrol,45,Kappa 1.0 L Turbo GDi Petrol,998,6-Speed,Automatic,118.35,171.6,18.27,BS V,1039000.00
Maruti Suzuki Ciaz Alpha Petrol,Maruti Suzuki,Ciaz,2019,blue,sedan,28618.00,1st,5,petrol,43,K15 Smart Hybrid Petrol E,1499,5-Speed,Manual,103.25,138,20.65,BS IV,950000.00
Honda WR-V VX i-VTEC,Honda,WR-V,2017,red,suv,88695.00,1st,5,petrol,40,i-VTEC Petrol engine,1199,5-Speed,Manual,88.5,110,16.50,BS IV,748000.00
Maruti Suzuki Dzire [2017-2020] ZXi Plus AMT,Maruti Suzuki,Dzire,2018,blue,sedan,7858.00,1st,5,petrol,37,1.2 Litre Petrol Engine,1499,5-Speed,Manual,88.5,113,24.12,BS V,820000.00
Hyundai i20 Active [2015-2020] 1.2 SX,Hyundai,i20 Active,2016,red,crossover,88827.00,1st,5,petrol,45,1.2L Kappa 5 Speed Manual Transmission,1197,5-Speed,Manual,82,115,17.19,BS V,645000.00
Tata Zest [2014-2019] XT Petrol,Tata,Zest,2017,silver,sedan,7697.00,1st,5,petrol,44,Revotron 1.2 T,1193,5-Speed,Manual,89,140,17.57,BS V,570000.00
MG Motors Hector 1.5 Sharp DCT AT,MG Motors,Hector,2020,black,suv,31271.00,1st,5,petrol,60,FWD,1451,6-Speed,Automatic,141,250,13.96,BS IV,1764000.00
Hyundai Elite i20 [2018-2020] Sportz 1.2,Hyundai,Elite i20,2018,red,hatchback,17121.00,1st,5,petrol,45,"1.2 Kappa petrol with dual VTVT, 16 Valves, 4 Cylinder",1197,5-Speed,Manual,82,115,18.60,BS V,677000.00
Hyundai Fluidic Verna 4S [2015-2018] 1.6 VTVT SX AT,Hyundai,Fluidic Verna 4S,2017,white,sedan,60287.00,1st,5,petrol,43,VTVT Petrol Engine,1591,4-Speed,Automatic,121.3,154.9,17.00,BS IV,837000.00
MG Motors Hector 1.5 Hybrid Sharp DCT Dual Tone,MG Motors,Hector,2020,red,suv,8265.00,1st,5,petrol,60,FWD,1451,6-Speed,Automatic,141,250,13.96,BS IV,1826000.00
JEEP Compass [2017-2021] Longitude (O) 2.0 Diesel,Jeep,Compass,2017,red,suv,43091.00,2nd,5,diesel,60,2.0-Litre 4-Cyl Multijet II Engine,1956,6-Speed,Automatic,170,350,17.10,BS IV,1290000.00
JEEP Compass [2017-2021] Limited (O) 2.0 Diesel,Jeep,Compass,2017,blue,suv,44503.00,1st,5,diesel,60,2.0-Litre 4-Cyl Multijet,1956,6-Speed,Automatic,170.63,350,17.10,BS IV,1559000.00
Hyundai New Santro 1.1 Magna Corporate Edition ,Hyundai,New Santro 1.1,2020,blue,hatchback,17056.00,1st,5,petrol,35,1.1 L Petrol,1086,5-Speed,Manual,68.07,99.07,20.30,BS IV,523000.00
Maruti Suzuki S-Cross [2017-2020] Zeta 1.3,Maruti Suzuki,S-Cross,2018,blue,suv,61922.00,1st,5,diesel,48,DDiS 200,1248,5-Speed,Manual,89,200,23.65,BS V,942000.00
Hyundai i20 Active [2015-2020] 1.2 SX,Hyundai,i20 Active,2017,silver,crossover,60629.00,1st,5,petrol,45,1.2L Kappa 5 Speed Manual Transmission,1197,5-Speed,Manual,82,115,17.19,BS V,725000.00
Hyundai i20 Active [2015-2020] 1.2 S,Hyundai,i20 Active,2017,black,crossover,32602.00,1st,5,petrol,45,1.2L Kappa 5 Speed Manual Transmission,1197,5-Speed,Manual,82,115,17.19,BS V,711000.00
Ford EcoSport [2017-2021] Titanium + 1.5L Ti-VCT,Ford,EcoSport,2020,silver,suv,26116.00,1st,5,petrol,52, 1.5L Ti-VCT (Petrol),1496,5-Speed,Manual,121,149,21.17,BS IV,974000.00
Hyundai i20 Active [2015-2020] 1.2 S,Hyundai,i20 Active,2016,brown,crossover,90058.00,1st,5,petrol,45,1.2L Kappa 5 Speed Manual Transmission,1197,5-Speed,Manual,82,115,17.19,BS V,608000.00
Hyundai i10 [2010-2016] Era Petrol,Hyundai,i10,2012,grey,hatchback,63676.00,1st,5,petrol,35,4 cylinder inline petrol engine,1086,5-Speed,Manual,68.05,99.04,19.81,BS III,273000.00
Hyundai i10 [2010-2016] Sportz AT Petrol,Hyundai,i10,2011,grey,hatchback,43918.00,2nd,5,petrol,35,DOHC Kappa2 Engine,1197,4-Speed,Automatic,78.9,111.8,16.95,BS III,304000.00
Maruti Suzuki Alto 800 Vxi,Maruti Suzuki,Alto 800,2020,silver,hatchback,6301.00,1st,5,petrol,35,F8D Petrol Engine,796,5-Speed,Manual,47.3,69,22.05,BS IV,361000.00
Renault Kwid [2015-2019] RXT,Renault,Kwid,2017,grey,hatchback,29907.00,1st,5,petrol,28,Petrol Engine,799,5-Speed,Manual,53.3,72,25.12,BS V,365000.00
Hyundai Elite i20 [2014-2018] Sportz 1.4 CRDI,Hyundai,Elite i20,2016,white,hatchback,41218.00,1st,5,diesel,45,"16 Valves, 4 Cylinder",1396,6-Speed,Automatic,89,220,22.54,BS IV,616000.00
Maruti Suzuki Ertiga [2012-2015] Vxi,Maruti Suzuki,Ertiga,2015,brown,muv,5475.00,1st,7,petrol,45,K-Series Petrol Engine with VVT,1373,5-Speed,Manual,93.7,130,16.02,BS III,690000.00
Hyundai Grand i10 Nios Sportz AMT 1.2 Kappa VTVT,Hyundai,Grand i10 Nios,2022,blue,hatchback,4305.00,1st,5,petrol,37,1.2 L Kappa Petrol,1197,5-Speed,Manual,81.86,113.75,20.07,BS IV,749000.00
Ford EcoSport [2015-2017] Trend 1.5L TDCi,Ford,EcoSport,2017,bronze,suv,43112.00,1st,5,diesel,52,1.5L DV5 (Diesel),1498,5-Speed,Manual,99,205,22.70,BS IV,619000.00
Volkswagen Polo [2014-2020] Highline 1.5 (D),Volkswagen,Polo,2015,grey,hatchback,53807.00,1st,5,diesel,45,TDI Diesel Engine,1498,5-Speed,Manual,88,230,20.18,BS V,547000.00
Hyundai Elite i20 [2014-2018] Asta 1.2 (O),Hyundai,Elite i20,2015,silver,hatchback,37837.00,1st,5,petrol,45,"1.2 Kappa petrol with dual VTVT, 16 Valves, 4 Cylinder",1197,5-Speed,Manual,82,115,18.60,BS IV,579000.00
Renault Triber RXZ,Renault,Triber,2019,white,muv,11074.00,1st,7,petrol,40,1.0L Petrol Engine,999,5-Speed,Manual,71,96,20.00,BS IV,686000.00
Maruti Suzuki Baleno [2015-2019] Alpha Petrol,Maruti Suzuki,Baleno,2017,blue,hatchback,15748.00,1st,5,petrol,37,1.2L VVT Engine,1197,5-Speed,Manual,81.8,113,21.01,BS V,679000.00
Maruti Suzuki Ritz [2012-2017] Vxi,Maruti Suzuki,Ritz,2015,red,hatchback,14593.00,1st,5,petrol,43,inline 4 cylinder petrol engine,1197,5-Speed,Manual,85,113,18.50,BS IV,400000.00
Maruti Suzuki Ciaz [2014-2017] ZXi AT,Maruti Suzuki,Ciaz,2015,white,sedan,30228.00,1st,5,petrol,43, K 14B VVT,1373,4-Speed,Automatic,91,130,19.12,BS IV,612000.00
MG Motors Hector Plus Sharp 1.5 Petrol Turbo DCT 6-STR,MG Motors,Hector Plus,2020,black,suv,44897.00,1st,6,petrol,60,1.5 Litre Turbochaged Petrol Engine,1451,6-Speed,Automatic,141,250,11.67,BS IV,1644000.00
Maruti Suzuki Wagon R 1.0 [2010-2019] VXI,Maruti Suzuki,Wagon R 1.0,2013,grey,hatchback,55995.00,1st,5,petrol,35,K Series Petrol Engine,998,5-Speed,Manual,67.1,90,18.90,BS V,342000.00
Tata Altroz XZ 1.2,Tata,Altroz,2021,grey,hatchback,9936.00,1st,5,petrol,37,1.2 L Revotron,1199,5-Speed,Manual,84.82,113,19.05,BS IV,790000.00
Hyundai Eon [2011-2018] Magna +,Hyundai,Eon,2017,red,hatchback,18790.00,1st,5,petrol,32,Kappa Engine,814,5-Speed,Manual,68.05,94.14,20.03,BS IV,360000.00
Maruti Suzuki Alto 800 [2012-2016] Vxi,Maruti Suzuki,Alto 800,2015,red,hatchback,64323.00,1st,5,petrol,35,F8D,796,5-Speed,Manual,47.3,69,22.74,BS III,276000.00
Hyundai i10 [2010-2016] Magna 1.2 Petrol,Hyundai,i10,2013,red,hatchback,32849.00,1st,5,petrol,35,Kappa Petrol Engine,1197,5-Speed,Manual,78.9,111.7,20.36,BS III,352000.00
Maruti Suzuki Alto 800 Lxi,Maruti Suzuki,Alto 800,2020,red,hatchback,22777.00,1st,5,petrol,35,F8D Petrol Engine,796,5-Speed,Manual,47.33,69,22.05,BS IV,363000.00
Hyundai i10 [2010-2016] Era Petrol,Hyundai,i10,2013,white,hatchback,37652.00,1st,5,petrol,35,4 cylinder inline petrol engine,1086,5-Speed,Manual,68.05,99.04,19.81,BS III,333000.00
Hyundai Elite i20 [2014-2018] Asta 1.4 CRDI (O),Hyundai,Elite i20,2016,red,hatchback,93446.00,1st,5,diesel,45,U2 CRDI Diesel Engine,1396,6-Speed,Automatic,88.73,219.7,22.54,BS IV,589000.00
Renault Kiger RXT MT,Renault,Kiger,2022,blue,suv,11031.00,1st,5,petrol,40,1.0L Energy,999,5-Speed,Manual,71,96,19.17,BS IV,735000.00
Maruti Suzuki Swift [2017-2021] ZXi AMT,Maruti Suzuki,Swift,2021,white,hatchback,9752.00,1st,5,petrol,37,VTVT Engine,1197,5-Speed,Manual,81.8,113,21.21,BS IV,790000.00
Maruti Suzuki Vitara Brezza [2018-2020] ZDI PLUS AT Dual Tone,Maruti Suzuki,Vitara Brezza,2019,red,suv,15418.00,1st,5,diesel,48,Front Wheel Drive,1248,5-Speed,Manual,89,200,24.30,BS V,1117000.00
Maruti Suzuki Swift [2017-2021] VXi,Maruti Suzuki,Swift,2020,grey,hatchback,8249.00,1st,5,petrol,37,VTVT Engine,1197,5-Speed,Manual,81.8,113,21.21,BS IV,660000.00
Hyundai Grand i10 Nios Sportz 1.2 Kappa VTVT,Hyundai,Grand i10 Nios,2021,blue,hatchback,10514.00,1st,5,petrol,37,1.2 L Kappa Petrol,1197,5-Speed,Manual,81.86,113.75,20.70,BS IV,678000.00
Honda City V,Honda,City,2019,silver,sedan,24136.00,2nd,5,petrol,40,i VTEC Engine,1497,5-Speed,Manual,117.6,145,17.40,BS IV,857000.00
Renault Kwid CLIMBER 1.0 AMT,Renault,Kwid,2019,blue,hatchback,18638.00,1st,5,petrol,28,Petrol Engine,999,5-Speed,Manual,67,91,22.00,BS IV,483000.00
Hyundai Eon [2011-2018] Magna +,Hyundai,Eon,2013,red,hatchback,93653.00,2nd,5,petrol,32,Kappa Engine,814,5-Speed,Manual,68.05,94.14,20.03,BS IV,248000.00
JEEP Compass [2017-2021] Limited 2.0 Diesel,Jeep,Compass,2017,black,suv,60049.00,1st,5,diesel,60,2.0-Litre 4-Cyl Multijet,1956,6-Speed,Automatic,170,350,17.10,BS IV,1500000.00
Maruti Suzuki Dzire [2017-2020] ZXi Plus AMT,Maruti Suzuki,Dzire,2019,brown,sedan,31330.00,2nd,5,petrol,37,1.2 Litre Petrol Engine,1499,5-Speed,Manual,88.5,113,24.12,BS V,759000.00
Hyundai i10 [2010-2016] Magna 1.2 Petrol,Hyundai,i10,2012,red,hatchback,49014.00,2nd,5,petrol,35,Kappa Petrol Engine,1197,5-Speed,Manual,78.9,111.7,20.36,BS III,336000.00
Maruti Suzuki Ciaz [2014-2017] ZXI+,Maruti Suzuki,Ciaz,2015,silver,sedan,56221.00,1st,5,petrol,43,k14B VVT Engine,1373,5-Speed,Manual,91.1,130,20.73,BS IV,677000.00
Maruti Suzuki Baleno [2015-2019] Alpha Petrol,Maruti Suzuki,Baleno,2017,blue,hatchback,20894.00,1st,5,petrol,37,1.2L VVT Engine,1197,5-Speed,Manual,81.8,113,21.01,BS V,711000.00
Hyundai Creta [2015-2018] 1.6 SX Plus Auto,Hyundai,Creta,2016,grey,suv,88735.00,2nd,5,diesel,60,U2 VGT CRDi,1596,6-Speed,Manual,126,265,17.01,BS IV,1099000.00
Hyundai Creta [2015-2018] 1.6 SX Plus Auto,Hyundai,Creta,2016,grey,suv,88735.00,2nd,5,diesel,60,U2 VGT CRDi,1596,6-Speed,Manual,126,265,17.01,BS IV,1099000.00
Hyundai Creta [2015-2018] 1.6 SX Plus Auto,Hyundai,Creta,2016,grey,suv,88735.00,2nd,5,diesel,60,U2 VGT CRDi,1582,6-Speed,Manual,126,265,17.01,BS IV,1099000.00
Hyundai Creta [2015-2018] 1.6 SX Plus Auto,Hyundai,Creta,2016,grey,suv,88735.00,2nd,5,diesel,60,U2 VGT CRDi,1582,6-Speed,Manual,126,265,17.01,BS IV,1099000.00
Renault Kiger RXZ Turbo CVT,Renault,Kiger,2021,white,suv,9034.00,1st,5,petrol,40,1.0L Energy,1298,5-Speed,Automatic,99,152,20.53,BS IV,1078000.00
Maruti Suzuki Celerio [2014-2021] VXi AMT,Maruti Suzuki,Celerio,2014,silver,hatchback,63746.00,3rd,5,petrol,35,K10B,998,5-Speed,Automatic,67.04,90,23.10,BS IV,348000.00
Hyundai Elite i20 [2014-2018] Asta 1.2,Hyundai,Elite i20,2016,white,hatchback,85602.00,1st,5,petrol,45,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,81.83,114.7,18.60,BS IV,659000.00
Hyundai Verna [2011-2015] Fluidic 1.6 VTVT SX,Hyundai,Verna,2013,purple,sedan,59054.00,2nd,5,petrol,43,Front Wheel Drive,1591,5-Speed,Automatic,121,158,17.01,BS III,501000.00
Renault Duster [2015-2019] 110 PS RXZ 4X2 AMT,Renault,Duster,2017,white,suv,50811.00,1st,5,diesel,50,dCi THP Diesel Engine,1461,6-Speed,Manual,108.45,245,19.60,BS V,1013000.00
Kia Seltos GTX Plus DCT,Kia,Seltos,2020,silver,suv,38198.00,1st,5,petrol,50,Smartstream G1.4 T-GDi,1353,7-Speed,Manual,138,242,16.80,BS IV,1741000.00
Maruti Suzuki Ciaz [2017-2018] Alpha AT,Maruti Suzuki,Ciaz,2018,silver,sedan,92118.00,1st,5,petrol,43,k14B VVT Engine,1373,4-Speed,Manual,91.1,130,20.73,BS IV,829000.00
Hyundai Xcent [2014-2017] SX (O) Petrol,Hyundai,Xcent,2014,white,sedan,72801.00,1st,5,petrol,43,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,82,114,19.10,BS IV,496000.00
Hyundai Eon [2011-2018] D-Lite+,Hyundai,Eon,2014,grey,hatchback,38592.00,2nd,5,petrol,32,Petrol Engine,1798,5-Speed,Manual,55.2,74.5,21.10,BS IV,269000.00
Honda City V,Honda,City,2019,brown,sedan,22379.00,1st,5,petrol,40,i VTEC Engine,1497,5-Speed,Manual,117.6,145,17.40,BS IV,927000.00
Maruti Suzuki Wagon R 1.0 [2015-2019] VXI AMT,Maruti Suzuki,Wagon R 1.0,2016,silver,hatchback,44822.00,2nd,5,petrol,32,K10B Petrol Engine,998,5-Speed,Manual,67.05,90,21.79,BS V,451000.00
Renault Kwid 1.0 RXT Opt,Renault,Kwid,2021,white,hatchback,13069.00,1st,5,petrol,28,Petrol Engine,1298,5-Speed,Automatic,67,91,22.00,BS IV,532000.00
Maruti Suzuki Wagon R 1.0 [2010-2019] VXI,Maruti Suzuki,Wagon R 1.0,2011,brown,hatchback,96939.00,1st,5,petrol,35,K Series Petrol Engine,998,5-Speed,Manual,67.1,90,18.90,BS V,338000.00
Mahindra XUV500 [2015-2018] W8,Mahindra,XUV500,2015,silver,suv,71397.00,2nd,7,diesel,70,4 cylinder mHawk CRDe diesel engine,2179,6-Speed,Manual,140,330,16.00,BS IV,1032000.00
Hyundai New Santro 1.1 Asta MT,Hyundai,New Santro 1.1,2019,beige,hatchback,21903.00,1st,5,petrol,35,1.1 L Petrol,1086,5-Speed,Manual,68.07,99.07,20.30,BS IV,557000.00
Hyundai Grand i10 [2017-2020] Sportz 1.2 Kappa VTVT,Hyundai,Grand i10,2020,grey,hatchback,9468.00,1st,5,petrol,43,Kappa VTVT Petrol Engine,1197,5-Speed,Automatic,81.86,113.75,18.90,BS V,653000.00
Honda City V,Honda,City,2018,brown,sedan,60209.00,1st,5,petrol,40,i VTEC Engine,1497,5-Speed,Manual,117.6,145,17.40,BS IV,898000.00
Renault Duster [2015-2019] 110 PS RXZ 4X2 AMT,Renault,Duster,2016,orange,suv,69658.00,1st,5,diesel,50,dCi THP Diesel Engine,1461,6-Speed,Manual,108.45,245,19.60,BS V,912000.00
Hyundai Elite i20 [2014-2018] Asta 1.4 CRDI,Hyundai,Elite i20,2015,white,hatchback,81103.00,1st,5,diesel,45,U2 CRDI Diesel Engine,1396,6-Speed,Manual,88.73,219.7,22.54,BS IV,642000.00
Renault Triber RXZ,Renault,Triber,2020,blue,muv,57503.00,1st,7,petrol,40,1.0L Petrol Engine,999,5-Speed,Manual,71,96,20.00,BS IV,651000.00
Maruti Suzuki Celerio [2014-2021] ZXi (O),Maruti Suzuki,Celerio,2018,silver,hatchback,45560.00,1st,5,petrol,35,K10B,998,5-Speed,Automatic,67,90,23.10,BS IV,503000.00
Maruti Suzuki A-Star [2012-2014] VXI (ABS) AT,Maruti Suzuki,A-Star,2012,silver,hatchback,45008.00,2nd,5,petrol,35,K10B,998,4-Speed,Automatic,67,90,16.98,BS IV,330000.00
Maruti Suzuki Swift [2007-2011] VXI ABS,Maruti Suzuki,Swift,2011,grey,hatchback,51210.00,2nd,5,petrol,43,In-Line Engine,1197,5-Speed,Manual,85,113,16.10,BS IV,395000.00
Hyundai Creta [2015-2018] 1.6 S Plus Auto,Hyundai,Creta,2017,silver,suv,44894.00,1st,5,diesel,60,U2 VGT CRDi,1582,6-Speed,Manual,126,265,17.01,BS IV,1235000.00
Maruti Suzuki S-Cross [2015-2020] Zeta 1.3,Maruti Suzuki,S-Cross,2015,white,suv,39515.00,1st,5,diesel,48,DDiS 200,1248,5-Speed,Automatic,89,200,23.65,BS V,808000.00
Hyundai Grand i10 [2013-2017] Sportz 1.2 Kappa VTVT,Hyundai,Grand i10,2015,silver,hatchback,54287.00,1st,5,petrol,43,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,82,114,18.90,BS IV,458000.00
Hyundai Verna [2011-2015] Fluidic 1.6 VTVT SX,Hyundai,Verna,2013,white,sedan,91039.00,1st,5,petrol,43,Front Wheel Drive,1591,5-Speed,Automatic,121,158,17.01,BS III,514000.00
Honda Amaze [2013-2018] 1.2 S i-VTEC,Honda,Amaze,2015,grey,sedan,49435.00,1st,5,petrol,35,i-VTEC Petrol Engine,1198,5-Speed,Manual,86.7,109,18.00,BS IV,512000.00
Skoda Superb [2019-2020] L&K TSI AT,Skoda,Superb,2019,black,sedan,9686.00,1st,5,petrol,66,"Turbocharged petrol engine, in-line, liquid cooling system, direct injection, 16V DOHC, transverse in front",1798,7-Speed,Automatic,177,250,14.67,BS V,2941000.00
Honda City VX,Honda,City,2021,white,sedan,12092.00,1st,5,petrol,40,1.5L i-VTEC Petrol Engine,1498,6-Speed,Manual,119.3,145,18.40,BS IV,1346000.00
Maruti Suzuki Baleno [2019-2022] Zeta AT Petrol,Maruti Suzuki,Baleno,2019,blue,hatchback,27053.00,1st,5,petrol,37,1.2L VVT Engine,1596,5-Speed,Manual,81.8,113,21.01,BS V,844000.00
Maruti Suzuki Baleno [2019-2022] Zeta AT Petrol,Maruti Suzuki,Baleno,2019,blue,hatchback,27053.00,1st,5,petrol,37,1.2L VVT Engine,1596,5-Speed,Manual,81.8,113,21.01,BS V,844000.00
Maruti Suzuki Baleno [2019-2022] Zeta AT Petrol,Maruti Suzuki,Baleno,2019,blue,hatchback,27053.00,1st,5,petrol,37,1.2L VVT Engine,1197,5-Speed,Manual,81.8,113,21.01,BS V,844000.00
Maruti Suzuki Baleno [2019-2022] Zeta AT Petrol,Maruti Suzuki,Baleno,2019,blue,hatchback,27053.00,1st,5,petrol,37,1.2L VVT Engine,1197,5-Speed,Manual,81.8,113,21.01,BS V,844000.00
Maruti Suzuki Dzire [2017-2020] ZXi Plus AMT,Maruti Suzuki,Dzire,2017,blue,sedan,28833.00,1st,5,petrol,37,1.2 Litre Petrol Engine,1696,5-Speed,Automatic,88.5,113,24.12,BS V,789000.00
Honda Jazz VX MT,Honda,Jazz,2016,red,hatchback,48606.00,2nd,5,petrol,40,1.2 i-VTEC Petrol,1199,5-Speed,Manual,88.51,110,16.60,BS IV,570000.00
Maruti Suzuki Baleno [2015-2019] Alpha Petrol,Maruti Suzuki,Baleno,2016,red,hatchback,96236.00,1st,5,petrol,37,1.2L VVT Engine,1197,5-Speed,Manual,81.8,113,21.01,BS V,639000.00
Maruti Suzuki Swift Dzire [2012-2017] VXi,Maruti Suzuki,Swift Dzire,2012,silver,sedan,37258.00,1st,5,petrol,42,K Series VVT Engine,1197,5-Speed,Manual,85.8,114,19.10,BS IV,470000.00
Maruti Suzuki Celerio [2014-2021] VXi AMT,Maruti Suzuki,Celerio,2014,silver,hatchback,33869.00,1st,5,petrol,35,K10B,998,5-Speed,Automatic,67.04,90,23.10,BS IV,454000.00
Maruti Suzuki Ertiga [2012-2015] Vxi,Maruti Suzuki,Ertiga,2013,silver,muv,91796.00,1st,7,petrol,45,K-Series Petrol Engine with VVT,1373,5-Speed,Manual,93.7,130,16.02,BS III,618000.00
Tata Tiago [2016-2020] Revotron XT,Tata,Tiago,2019,grey,hatchback,45607.00,1st,5,petrol,35,Revotron Engine,1199,5-Speed,Automatic,84,114,23.84,BS V,548000.00
Hyundai Grand i10 Nios Sportz 1.2 Kappa VTVT,Hyundai,Grand i10 Nios,2021,grey,hatchback,1117.00,1st,5,petrol,37,1.2 L Kappa Petrol,1197,5-Speed,Manual,81.86,113.75,20.70,BS IV,710000.00
Hyundai Grand i10 [2017-2020] Sportz (O) 1.2 kappa VTVT,Hyundai,Grand i10,2018,blue,hatchback,24745.00,1st,5,petrol,43,Kappa VTVT Petrol Engine,1197,5-Speed,Automatic,81.86,113.75,18.90,BS V,621000.00
Hyundai Creta [2015-2018] 1.6 SX Plus Auto,Hyundai,Creta,2017,red,suv,66868.00,1st,5,diesel,60,U2 VGT CRDi,1596,6-Speed,Manual,126,265,17.01,BS IV,1290000.00
Hyundai Creta [2015-2018] 1.6 SX Plus Auto,Hyundai,Creta,2017,red,suv,66868.00,1st,5,diesel,60,U2 VGT CRDi,1596,6-Speed,Manual,126,265,17.01,BS IV,1290000.00
Hyundai Creta [2015-2018] 1.6 SX Plus Auto,Hyundai,Creta,2017,red,suv,66868.00,1st,5,diesel,60,U2 VGT CRDi,1582,6-Speed,Manual,126,265,17.01,BS IV,1290000.00
Hyundai Creta [2015-2018] 1.6 SX Plus Auto,Hyundai,Creta,2017,red,suv,66868.00,1st,5,diesel,60,U2 VGT CRDi,1582,6-Speed,Manual,126,265,17.01,BS IV,1290000.00
Honda WR-V VX i-VTEC,Honda,WR-V,2017,red,suv,75639.00,1st,5,petrol,40,i-VTEC Petrol engine,1199,5-Speed,Manual,88.5,110,16.50,BS IV,748000.00
Chevrolet Beat [2011-2014] LS Diesel,Chevrolet,Beat,2013,blue,hatchback,77022.00,1st,5,diesel,35,XSDE Smartech,936,5-Speed,Manual,58,150,25.44,BS IV,267000.00
